7.0673785,7.0837235,7.0630946,0.2353738,6.9783072,5.7345338,7.0253959,7.0348010,7.1871529,6.9983344
7.0117373,7.0966763,6.9038615,6.9933429,7.0808997,6.9688611,6.8557973,4.2737379,6.9772005,6.9756756
6.8851972,7.0820131,6.8242407,6.9251056,6.8759093,6.9479737,6.8846183,6.1520510,6.9332032,6.8464408
7.0335536,6.8938975,7.0087218,6.9626617,6.7282195,6.9731050,7.0233397,6.8129873,6.9183016,6.4524879
7.0206881,6.7736726,6.0498524,6.9874649,7.0700870,6.9867868,7.0221138,7.0182385,6.9751792,6.9878201
7.0495167,6.7581835,6.9261699,6.9657264,6.2727599,6.9652944,7.0477738,6.5663805,6.9283714,5.7432585
5.8332071,7.0838552,6.5350628,6.9990406,6.9301686,6.9121733,6.6181145,7.0570993,6.9415460,6.8870769
6.9496684,6.9586964,6.9896564,6.8862939,7.0765214,6.9538817,6.5411711,6.9461718,6.8348565,7.0133352
7.0465450,7.1097498,7.0181837,6.9636769,6.7858129,6.9150596,6.6296544,7.0518847,6.8382564,6.8321390
7.0457444,6.7933431,6.9881473,6.8362732,7.0641809,6.9916377,7.0226903,7.0088077,6.6616831,6.9781642
7.0634265,7.0882936,7.0108037,6.9914284,6.8601623,6.8610530,6.9219460,6.8426399,6.6741982,6.7827401
7.0211282,5.7856030,7.0232687,6.8339839,6.6890450,6.9666619,6.7803679,6.5985670,6.9627471,6.6295700
7.0462217,5.2873096,6.9820242,6.9932814,7.0695028,6.9816661,7.0267544,7.0132790,6.9221525,6.9763732
6.7676105,7.0909414,7.0003233,6.9722176,7.0105848,6.9800429,-0.1704989,7.0500693,7.0557432,7.0094891
7.0502682,7.0981531,7.0021315,6.9883528,6.6161122,6.9901705,7.0124021,6.6963420,6.9065971,6.9739671
7.0418324,5.6337290,6.8755097,6.9927230,6.7889562,6.9843564,6.8243079,7.0370531,6.9285474,7.0234952
7.0438466,7.0916586,7.0067434,6.8019385,7.0724826,6.9506664,6.6530809,7.0063848,6.9063058,7.0059061
6.9020805,7.0835071,7.0119433,6.9787512,6.4049330,6.9668922,7.0293927,6.8858471,6.9178715,7.0305600
6.4404740,7.0883856,6.8667583,6.7529383,7.0583529,6.7652888,7.0397959,7.0088406,6.9554782,6.9593539
7.0410333,6.8696327,7.0016017,6.9707780,7.0407300,6.9523950,7.0362740,7.0215082,6.8262739,6.8622084
7.0275178,6.7324286,6.9883652,6.9784212,7.0648203,6.9505076,6.8287358,6.6527033,6.9111109,6.9651685
7.0614376,6.8345375,6.9918618,6.6788554,7.0585184,6.9489589,7.0245352,7.0391984,6.7498355,6.8940301
6.9669700,7.0917544,6.9882774,6.9777060,5.8129659,6.8368807,6.1274281,7.0799546,6.9598203,6.3743396
6.1455264,7.0857711,6.9831672,6.9932022,7.0785608,6.9782977,7.0288978,6.7899594,6.8198328,7.0127244
7.0497022,7.0847244,6.9958143,6.9440131,7.0680356,6.9467459,7.0238881,-0.2743259,7.0349984,7.0456328
7.0190606,6.2825913,7.0043592,6.9891796,7.0759716,6.9621291,7.0435281,6.6053944,6.7937312,6.9866467
6.5962887,7.1016712,6.9733186,7.0127010,7.0036054,6.2916431,6.8315597,6.8342795,6.9627233,7.0096564
7.0307074,6.8290467,6.9808545,6.9830194,7.0642285,6.9162207,3.8900037,7.0134621,6.9932666,7.0092363
6.5861254,6.9784851,6.5980310,6.6385198,7.0764499,6.9866972,7.0077567,7.0337443,6.9185486,7.0023713
7.0513058,7.0942850,7.0363607,6.4771323,7.0236497,6.5039725,7.0330687,7.0292058,6.9691806,6.8279018
7.0562091,6.7488260,7.0194578,6.9732652,6.6569319,6.9964747,7.0319171,4.8910880,6.9871192,5.6132703
7.0250406,6.7210760,6.9774828,6.1908250,7.0562706,7.0024385,7.0417876,6.7932982,6.9155231,6.9697547
7.0484014,7.0971689,7.0092835,6.9928007,5.8190026,6.9311819,7.0339003,7.0420761,6.8757172,6.8532443
6.8948932,7.0806680,6.7477088,6.3211365,7.0731459,6.9117408,7.0135632,7.0171747,6.9402933,7.0083637
6.6912503,6.8576002,6.8216429,6.9839616,7.0706172,6.9244242,7.0137949,7.0473680,6.8450952,6.9752040
6.8390441,6.8673348,-0.0719736,6.9995408,7.0417767,6.9781690,7.0000033,6.9167590,7.0719357,7.0163908
-0.0761966,7.1078343,6.9535565,6.9882216,6.9909058,6.9880629,7.0184565,7.0437360,7.0113802,6.9671497
6.7942109,7.1014361,6.9396663,7.0536265,7.0806079,-0.2456761,6.7458200,7.0572309,7.1281614,7.0209446
6.8894248,7.0844874,6.8724065,6.7678046,6.8751030,6.7718577,7.0499425,7.0561013,6.7196422,6.7520533
7.0387683,7.0931549,7.0052443,6.9934716,7.0724363,6.7913008,6.9090848,7.0365429,6.7681217,6.9981546
7.0487266,7.0962048,6.8705850,6.9403744,6.5605664,6.9151368,6.4799032,7.0482988,6.7792201,7.0317593
7.0600772,6.7434936,4.3680148,6.7938328,7.0214252,6.9747066,7.0353746,6.9863334,6.9796014,6.9979253
6.8251758,6.8293295,6.9389033,6.6723843,7.0503278,6.7078199,6.9729724,7.0479069,6.5685992,7.0002527
6.9172697,6.6300898,6.7174435,6.9930038,7.0565710,6.9699030,7.0327711,7.0447340,6.9167891,7.0044847
6.7330532,7.0938673,5.3746157,6.9399295,7.0684724,6.9669929,6.7824168,7.0347662,6.9774113,6.9837894
6.8152075,7.0672894,7.0082984,6.7777600,7.0941772,6.8408713,7.0401115,6.6102824,6.8255787,6.5215964
6.9184880,6.8288064,6.8688388,6.9913802,6.7090726,6.9733510,7.0463448,6.8541551,6.1232405,6.6978960
6.7023907,7.0881290,6.9857845,7.0174084,7.0800157,5.9036846,6.8812609,6.9440069,6.9070349,6.9486408
6.8693085,7.0937972,7.0048828,6.7894526,7.0551167,4.7778683,7.0289903,7.0272341,7.0509028,6.9886756
7.0599527,6.9371805,7.0110316,7.0019231,6.2398176,6.9293890,6.7308660,7.0291843,6.7011824,7.0431671
7.0611281,7.0965161,7.0087261,6.8436084,7.0642533,6.5193129,7.0108409,7.0302100,6.7897620,6.9739041
7.0451140,7.0459237,7.0110316,6.7164321,7.0059376,6.6909323,7.0423098,6.9511428,6.8754301,6.9837251
7.0476146,7.0908380,5.9628334,6.9759474,7.0752869,6.9741106,6.4952521,7.0477648,6.9653683,6.9853330
6.6514902,6.9236379,7.0192347,6.8639002,7.0527673,6.9044442,7.0330639,7.0403690,6.8737788,7.0080795
6.8130898,6.8403187,6.7347131,6.9563050,7.0685396,6.9852800,6.5023913,7.0283647,6.9443173,6.9910741
7.0411649,6.7524691,6.7468638,6.9829364,6.9586334,6.9862366,6.9986901,6.9032927,6.8627520,6.9783001
7.0482306,6.8929229,6.8183899,6.3911386,6.9598126,6.6433415,6.9264550,6.9662614,6.9316845,6.9130206
6.8224669,7.0892382,7.0042758,6.9699564,6.7534180,6.9768839,7.0181756,7.0136061,6.9142742,7.0156016
7.0355268,-0.1829282,6.7980070,6.9386592,7.0594497,6.9286070,6.7964740,7.0259390,6.9834867,6.9942203
7.0619278,6.9148779,7.0253301,7.0110145,6.8924356,6.2853737,7.0457759,6.9022536,6.7837796,6.8717842
7.0504723,6.7638621,7.0126715,6.8873482,6.7051249,6.8980937,6.8080869,7.0514088,6.9275889,6.8353057
6.2719684,7.0893803,6.9552007,6.7694831,7.0827703,6.9616499,7.0318394,6.6940761,6.8146515,7.0074377
7.0495687,6.8678336,6.8562779,5.4554672,6.9493642,7.0106516,7.0417314,6.8035326,6.9581375,6.8161201
7.0556278,6.5480285,6.8984175,7.0119390,6.7657690,6.9654799,6.7164001,7.0436606,6.2314334,7.0231128
7.0472202,7.0862942,7.0237079,6.9834061,3.0224962,6.9410901,7.0425916,6.1761217,7.1328120,-0.3988788
6.8049307,6.9767199,7.0200648,6.2298079,7.0513654,6.5116353,7.0439687,6.9343505,7.0061293,6.9722638
7.0296383,6.7466140,6.6742115,6.9978299,6.8474793,6.9803829,6.7855859,6.8266673,6.8748236,6.8478560
7.0436811,7.0982189,7.0157509,6.9595103,7.0691895,6.8973536,7.0351210,6.5740371,6.8086305,6.9581494
7.0687461,6.6319165,6.0152550,4.6424451,7.0502524,7.0427756,7.0575409,6.7720222,7.0617037,7.0182910
6.7641549,7.0822706,6.9924517,6.9956160,7.0738430,6.4338784,6.9995413,7.0366807,6.9281778,6.9353294
6.6724563,7.1109481,6.7109904,6.9914031,7.0586414,6.9491644,6.8659992,6.7464871,6.9186721,6.9585667
7.0420418,6.6247854,6.7064748,6.9930706,6.8517737,6.9762774,5.8296294,7.0177622,6.9428391,7.0213284
7.0524969,6.6496449,7.0213270,6.8452415,7.0758038,6.9057431,7.0277019,6.6327834,6.7538776,6.7952385
7.0406981,6.8416691,6.9437609,6.9871340,6.9081416,6.9556761,7.0295482,7.0366259,6.9312005,7.0126138
6.8333149,6.7043962,7.0274129,7.0009661,6.7486773,6.8606687,6.6795430,7.0246358,6.5133872,6.7323771
7.0569353,7.0850420,6.8234448,6.5902610,6.9069409,6.9164872,7.0113559,7.0302172,6.9254198,6.9867678
6.5397406,6.2545924,6.5033584,7.0822043,6.5182023,6.5663648,6.4779458,6.6598754,4.7928762,6.6174946
7.0645700,7.0887780,6.8816719,6.8398380,4.8825669,6.9656086,6.6408381,6.9569149,6.8378763,7.0605893
6.6733780,7.1065788,6.9960794,6.8137598,7.0558100,6.7714233,6.9859557,6.8031292,6.7262044,6.7571445
6.7456231,7.1130047,6.7942705,6.6442423,7.0693617,6.3933492,6.7794294,7.0497136,6.6760397,6.9947019
6.7857800,6.4145274,6.9803309,6.7080622,7.0851417,6.7075515,7.0444860,7.0414448,6.5461817,7.0142403
6.8635597,6.1608095,6.8179035,6.7579608,6.8263135,6.7970448,7.0500836,7.0497737,6.6079855,7.0191073
7.0514488,6.5594697,6.9737368,6.9905477,6.7362647,6.9531593,6.6658340,6.8728504,6.9425788,6.8852568
6.9510365,6.8813348,6.8939447,6.8192005,7.0408330,6.9734702,7.0505590,7.0264249,6.6278105,6.8534026
6.3327785,7.0867381,7.0133500,6.9843974,7.0573125,6.9759846,7.0156274,6.7817659,6.9370384,6.9035487
7.0488358,6.6478691,6.9453759,6.9640093,6.5974326,6.9563260,6.6371517,6.9262290,6.9329395,6.5192595
7.0496144,7.0895061,6.9055657,6.7486358,7.0350766,6.9467320,7.0431843,6.8339086,6.9395041,6.7221704
7.0525522,6.7511640,6.3651924,6.5774512,6.9967461,6.8440676,6.9269452,6.7911673,6.9190063,6.7895341
6.8085313,7.1110134,7.0251884,7.0082588,6.9127526,6.6178350,6.8686805,6.9966593,6.9265485,6.8542366
7.0312419,7.0927687,7.0072923,6.9675708,6.8567863,6.9534626,7.0043502,6.9343853,6.8452749,6.7326813
6.7217607,7.0895505,6.8050566,6.7331400,6.7582407,6.6828532,6.7087512,7.0594463,6.6359615,6.6799026
